rating_id,movie_id,user_id,rating_value,review,review_date,likes,dislikes,watch_completed,device_used,watch_duration,favorite_scene,recommendation,created_at
219,416,32,7.7,"Great movie, a must-see.",2024-12-19,2846,351,True,Smart TV,70,Flashback,True,2022-04-22 08:09:18
220,622,54,8.7,"Disappointing movie, not my type.",2023-08-25,2224,362,False,Desktop,56,Climax,True,2021-11-10 04:41:06
221,830,367,8.1,"Disappointing movie, loved it.",2020-11-24,4721,14,True,Smart TV,123,Plot twist,True,2023-06-04 01:42:11
222,606,476,4.3,"Great movie, highly recommend.",2024-12-07,1926,86,False,Mobile,16,Chase scene,False,2021-12-11 02:13:20
223,666,219,7.6,"Great movie, worth watching.",2020-12-15,637,309,True,Tablet,68,Plot twist,False,2022-08-21 02:44:22
224,893,134,8.8,"Great movie, meh.",2024-03-11,2479,55,False,Tablet,149,Final scene,True,2021-01-13 17:08:36
225,970,331,6.3,"Great movie, loved it.",2020-03-17,2487,177,False,Mobile,182,Monologue,False,2024-11-04 18:42:41
226,527,498,1.8,"Great movie, a must-see.",2024-10-07,874,471,False,Smart TV,73,Reunion,False,2020-04-07 16:27:07
227,806,115,4.7,"Great movie, highly recommend.",2023-02-14,88,163,False,Desktop,67,Flashback,True,2023-11-26 22:53:15
228,392,241,1.7,"Disappointing movie, highly recommend.",2023-10-25,3070,493,True,Mobile,54,Final battle,False,2024-10-10 00:42:43
229,398,319,7.9,"Great movie, not my type.",2021-01-09,729,283,False,Desktop,166,Plot twist,True,2024-02-21 12:56:28
230,566,474,9.0,"Great movie, loved it.",2023-12-09,4025,493,False,Mobile,209,Final battle,True,2022-06-08 03:28:21
231,335,410,1.0,"Disappointing movie, highly recommend.",2022-12-08,4435,432,False,Mobile,68,Final scene,False,2021-07-16 10:18:22
232,451,215,8.4,"Great movie, highly recommend.",2022-03-12,506,315,False,Tablet,60,Reunion,True,2021-09-11 20:20:10
233,520,387,5.7,"Great movie, worth watching.",2024-10-14,3982,262,True,Smart TV,61,Emotional breakdown,False,2024-10-04 19:29:56
234,794,239,4.7,"Great movie, not my type.",2024-03-05,2736,364,False,Desktop,134,Reunion,True,2023-07-06 16:31:06
235,79,237,8.3,"Great movie, worth watching.",2022-10-25,2726,177,True,Laptop,78,Emotional breakdown,True,2023-11-19 16:39:21
236,515,399,6.9,"Great movie, worth watching.",2020-10-19,3782,360,True,Laptop,95,Emotional breakdown,False,2020-08-19 06:44:53
237,788,316,3.7,"Great movie, loved it.",2020-05-06,583,182,False,Smart TV,194,Opening scene,False,2023-07-05 09:58:09
238,564,489,9.6,"Disappointing movie, highly recommend.",2022-03-24,3972,325,False,Mobile,61,Emotional breakdown,False,2023-07-13 07:03:28
239,809,494,6.9,"Great movie, not my type.",2022-02-22,3,298,True,Tablet,190,Emotional breakdown,True,2024-05-01 15:10:52
240,820,495,3.1,"Great movie, a must-see.",2020-05-04,512,255,True,Laptop,49,Final scene,True,2021-01-19 04:52:20
241,91,388,7.3,"Disappointing movie, loved it.",2022-01-03,767,155,False,Smart TV,182,Flashback,True,2024-10-02 22:22:23
242,330,65,3.2,"Great movie, highly recommend.",2022-10-16,2825,245,False,Smart TV,106,Monologue,False,2022-03-27 12:14:12
243,216,422,9.5,"Great movie, loved it.",2024-05-24,3394,175,True,Laptop,20,Plot twist,False,2024-04-26 01:35:08
244,302,46,2.9,"Great movie, not my type.",2022-11-28,2154,411,True,Desktop,103,Final scene,True,2022-02-16 21:30:47
245,906,321,9.8,"Great movie, meh.",2021-12-21,347,490,False,Mobile,150,Climax,True,2024-03-03 12:42:01
246,906,223,7.0,"Great movie, highly recommend.",2024-07-15,4268,58,True,Console,216,Opening scene,True,2021-04-18 17:15:56
247,409,296,7.1,"Great movie, worth watching.",2022-08-20,2592,122,False,Tablet,89,Chase scene,True,2020-10-21 21:12:22
248,299,466,8.0,"Great movie, worth watching.",2024-10-23,3212,83,False,Mobile,179,Climax,True,2024-12-09 19:09:03
249,231,37,5.3,"Disappointing movie, a must-see.",2020-10-02,4927,329,True,Console,58,Final scene,False,2023-03-17 12:39:15
250,630,175,3.1,"Great movie, highly recommend.",2020-07-28,3938,115,True,Desktop,143,Climax,False,2023-06-27 06:48:18
251,554,343,1.5,"Disappointing movie, not my type.",2023-09-20,4709,360,True,Desktop,152,Emotional breakdown,False,2022-12-06 00:04:00
252,697,473,2.0,"Great movie, meh.",2022-11-10,2480,396,False,Laptop,89,Flashback,True,2020-08-09 01:23:06
253,818,373,8.4,"Great movie, highly recommend.",2021-11-05,1393,52,False,Tablet,94,Final scene,True,2021-06-25 08:47:57
254,643,306,9.4,"Great movie, highly recommend.",2021-03-01,2247,54,True,Desktop,173,Flashback,True,2024-02-02 04:58:48
255,903,306,5.1,"Great movie, not my type.",2022-06-04,1275,220,True,Tablet,24,Opening scene,False,2024-07-25 20:47:13
256,213,360,1.2,"Great movie, not my type.",2023-07-14,4362,318,True,Mobile,52,Flashback,False,2023-03-04 06:13:19
257,374,296,9.0,"Disappointing movie, loved it.",2022-07-12,3258,81,True,Laptop,53,Final scene,False,2024-01-19 23:36:19
258,896,153,1.7,"Great movie, worth watching.",2023-07-28,1605,386,False,Laptop,191,Climax,False,2023-05-25 16:22:34
259,439,466,3.8,"Great movie, a must-see.",2022-11-16,3982,370,True,Smart TV,40,Monologue,False,2022-01-13 14:38:46
260,793,298,4.7,"Great movie, highly recommend.",2022-10-21,42,160,True,Smart TV,115,Monologue,False,2020-05-28 05:27:16
261,387,491,6.5,"Disappointing movie, meh.",2024-01-26,2452,352,False,Tablet,11,Reunion,True,2024-12-26 05:32:23
262,33,367,3.7,"Great movie, a must-see.",2020-11-21,1333,14,True,Desktop,95,Climax,True,2021-04-18 00:11:37
263,837,345,7.5,"Great movie, worth watching.",2023-07-08,2655,489,True,Smart TV,140,Flashback,False,2024-08-21 02:20:42
264,100,68,7.1,"Disappointing movie, loved it.",2024-04-24,4474,160,True,Console,68,Emotional breakdown,False,2024-10-21 19:43:39
265,864,386,1.6,"Disappointing movie, a must-see.",2024-12-11,1172,68,False,Console,183,Emotional breakdown,True,2021-01-19 22:02:04
266,562,46,5.5,"Great movie, worth watching.",2020-02-03,2352,457,False,Desktop,63,Reunion,True,2024-09-20 22:06:59
267,892,28,13.7,"Great movie, loved it.",2023-11-28,835,316,False,Console,78,Opening scene,True,2022-10-16 11:49:33
268,213,135,9.2,"Great movie, meh.",2022-03-03,134,366,False,Desktop,14,Monologue,False,2020-09-06 17:40:59
269,973,209,3.9,"Great movie, loved it.",2023-03-11,2694,17,False,Smart TV,40,Emotional breakdown,True,2024-01-19 06:29:23
270,855,230,7.8,"Great movie, not my type.",2024-07-22,242,439,False,Mobile,181,Reunion,False,2020-04-25 11:52:06
271,176,419,5.9,"Great movie, not my type.",2024-06-25,2949,301,False,Laptop,50,Flashback,False,2020-12-14 18:39:54
272,135,454,2.2,"Great movie, a must-see.",2023-10-22,2062,306,True,Tablet,15,Monologue,True,2023-07-04 00:00:10
273,729,116,4.2,"Disappointing movie, loved it.",2022-06-19,3143,298,True,Smart TV,209,Flashback,True,2022-10-09 06:35:22
274,950,326,6.9,"Great movie, loved it.",2024-12-24,2200,303,True,Desktop,197,Monologue,False,2024-08-28 00:07:35
275,529,46,6.7,"Great movie, meh.",2020-02-24,1888,119,False,Laptop,93,Climax,True,2021-02-09 07:10:17
276,84,323,12.9,"Great movie, highly recommend.",2021-08-17,3974,395,False,Desktop,72,Monologue,False,2024-11-02 16:46:04
277,197,346,9.5,"Disappointing movie, loved it.",2021-03-02,2500,144,False,Console,218,Plot twist,False,2020-10-16 16:49:56
278,797,288,1.9,"Great movie, not my type.",2020-01-26,2383,497,True,Console,97,Final scene,True,2020-12-26 20:11:32
279,302,85,2.2,"Great movie, meh.",2020-09-26,1828,436,True,Desktop,136,Flashback,False,2021-05-02 07:56:58
280,61,430,4.1,"Great movie, a must-see.",2020-08-08,1826,125,False,Laptop,39,Plot twist,False,2024-03-25 05:03:05
281,644,450,4.0,"Great movie, meh.",2023-10-14,4530,188,False,Tablet,54,Final battle,True,2023-08-01 20:03:26
282,169,23,5.6,"Great movie, a must-see.",2020-08-27,3092,221,False,Console,172,Emotional breakdown,True,2023-03-27 18:08:07
283,775,357,3.2,"Disappointing movie, highly recommend.",2020-04-09,2099,473,False,Laptop,186,Final scene,False,2020-10-05 18:05:53
284,846,270,3.6,"Great movie, a must-see.",2022-05-22,4783,142,False,Desktop,100,Chase scene,False,2021-11-25 01:18:31
285,257,403,8.5,"Great movie, not my type.",2022-07-08,4661,131,True,Smart TV,218,Reunion,False,2020-05-10 08:19:26
286,711,411,4.3,"Disappointing movie, a must-see.",2022-03-11,1102,360,False,Smart TV,107,Emotional breakdown,True,2024-10-08 00:16:15
287,85,244,9.4,"Disappointing movie, loved it.",2020-04-25,3578,359,False,Smart TV,76,Monologue,True,2024-04-16 15:30:57
288,136,384,8.0,"Disappointing movie, a must-see.",2022-03-06,2108,59,True,Smart TV,205,Opening scene,True,2024-11-07 08:48:06
289,191,148,5.3,"Great movie, not my type.",2021-01-15,2437,467,True,Laptop,133,Emotional breakdown,True,2023-01-22 01:54:27
290,242,83,3.1,"Great movie, meh.",2024-08-15,1718,115,False,Desktop,34,Opening scene,False,2024-04-21 14:23:22
291,699,476,5.9,"Disappointing movie, not my type.",2021-03-03,4320,309,False,Smart TV,35,Opening scene,False,2024-10-23 22:37:33
292,997,364,7.0,"Great movie, loved it.",2024-05-06,4598,61,False,Console,153,Plot twist,False,2021-11-01 13:16:12
293,206,337,9.3,"Great movie, a must-see.",2022-04-26,2528,100,True,Smart TV,154,Flashback,True,2024-08-05 20:00:17
294,52,425,9.3,"Great movie, worth watching.",2022-03-09,1605,423,True,Mobile,166,Final battle,False,2021-02-13 06:14:08
295,301,332,3.0,"Great movie, meh.",2023-03-10,2084,245,True,Laptop,198,Opening scene,False,2020-03-03 05:23:31
296,635,416,5.9,"Great movie, highly recommend.",2020-03-10,913,291,True,Tablet,205,Climax,False,2022-11-20 11:11:02
297,452,197,6.1,"Disappointing movie, worth watching.",2024-04-03,737,478,False,Tablet,139,Final scene,False,2020-07-13 11:54:58
298,58,477,2.0,"Disappointing movie, a must-see.",2022-01-25,1179,238,False,Tablet,25,Final battle,True,2021-02-13 04:21:53
299,483,189,1.8,"Disappointing movie, not my type.",2023-09-12,3862,440,False,Desktop,159,Flashback,True,2024-05-28 14:40:52
300,814,47,7.7,"Great movie, a must-see.",2024-02-28,3181,116,True,Desktop,37,Climax,True,2024-03-07 13:12:54
301,486,498,2.2,"Disappointing movie, loved it.",2024-01-24,1684,488,True,Mobile,49,Reunion,True,2021-08-01 11:02:24
302,802,233,7.1,"Great movie, meh.",2022-03-28,1248,294,True,Smart TV,82,Reunion,False,2022-08-13 07:51:04
303,443,309,1.8,"Great movie, highly recommend.",2021-07-11,1845,181,False,Desktop,62,Flashback,True,2022-07-14 14:55:24
304,764,433,2.1,"Great movie, not my type.",2020-08-10,3606,301,True,Smart TV,216,Emotional breakdown,False,2021-03-10 23:48:10
305,709,23,4.2,"Disappointing movie, worth watching.",2022-05-20,3685,272,True,Tablet,79,Plot twist,False,2020-10-27 20:59:25
306,41,356,6.8,"Great movie, loved it.",2024-08-08,566,55,False,Mobile,41,Emotional breakdown,False,2022-04-19 19:23:11
307,950,48,1.9,"Great movie, meh.",2022-05-26,1503,130,True,Mobile,98,Opening scene,False,2021-11-15 19:50:03
308,721,269,4.7,"Great movie, loved it.",2021-06-17,3024,456,False,Laptop,175,Plot twist,False,2022-06-09 20:35:28
309,383,392,6.5,"Great movie, meh.",2023-05-05,2862,375,False,Desktop,171,Final scene,True,2022-04-13 16:10:51
310,489,168,4.6,"Great movie, meh.",2024-06-02,3711,267,False,Tablet,56,Emotional breakdown,True,2020-09-04 10:33:00
311,557,440,4.6,"Great movie, loved it.",2022-06-04,880,433,True,Console,50,Chase scene,False,2023-02-21 22:41:36
312,632,304,2.4,"Disappointing movie, highly recommend.",2020-01-24,1203,372,False,Laptop,174,Reunion,True,2022-02-26 17:54:31
313,360,232,1.5,"Disappointing movie, loved it.",2021-07-03,1812,350,True,Mobile,83,Chase scene,False,2022-02-20 15:10:45
314,578,426,9.7,"Great movie, worth watching.",2023-08-11,4346,487,True,Tablet,155,Plot twist,True,2024-10-09 01:04:05
315,468,40,8.5,"Great movie, meh.",2023-01-20,3767,51,False,Tablet,127,Final scene,True,2024-08-16 22:14:30
316,222,498,6.7,"Great movie, worth watching.",2023-06-20,1387,251,False,Tablet,22,Final battle,True,2020-07-21 19:58:41
317,835,227,5.2,"Great movie, not my type.",2020-02-17,1764,67,False,Console,182,Reunion,False,2020-09-01 12:06:00
318,540,467,4.0,"Great movie, highly recommend.",2023-01-27,169,51,True,Desktop,202,Climax,True,2020-03-23 12:35:53
319,224,448,9.8,"Great movie, meh.",2020-02-27,627,389,True,Console,106,Final scene,True,2022-12-19 03:00:50
320,392,469,5.2,"Great movie, highly recommend.",2020-02-10,2497,40,True,Tablet,68,Climax,True,2021-06-04 18:24:16
321,792,70,9.2,"Great movie, loved it.",2023-02-14,3654,74,True,Mobile,134,Opening scene,True,2022-05-28 09:50:52
322,610,200,-2.5,"Disappointing movie, meh.",2021-12-03,4245,339,True,Smart TV,214,Chase scene,True,2022-12-15 11:39:53
323,995,169,1.0,"Disappointing movie, a must-see.",2021-07-07,2007,494,False,Desktop,68,Final battle,False,2022-05-17 14:31:07
324,865,352,9.7,"Disappointing movie, not my type.",2020-12-07,1067,7,True,Mobile,209,Monologue,False,2023-07-27 23:50:52
325,474,144,3.8,"Disappointing movie, meh.",2023-09-01,4087,466,True,Laptop,25,Opening scene,False,2024-07-08 01:44:37
326,937,198,4.8,"Great movie, not my type.",2021-10-13,259,323,True,Console,165,Reunion,False,2024-10-03 20:02:16
327,812,366,5.4,"Disappointing movie, loved it.",2022-05-27,2627,326,False,Console,87,Reunion,False,2023-08-23 03:15:44
328,835,461,6.7,"Disappointing movie, worth watching.",2023-09-24,4767,108,True,Laptop,128,Plot twist,True,2021-08-25 12:27:20
329,264,388,7.6,"Disappointing movie, a must-see.",2024-05-14,2501,175,False,Console,25,Plot twist,True,2020-03-21 03:54:19
330,240,197,4.7,"Great movie, loved it.",2022-06-07,4539,283,True,Desktop,44,Plot twist,False,2022-12-08 06:22:24
331,428,264,8.3,"Great movie, loved it.",2024-12-25,3402,417,False,Tablet,181,Emotional breakdown,False,2024-11-05 21:00:50
332,227,431,7.3,"Disappointing movie, worth watching.",2023-11-13,599,405,True,Smart TV,182,Flashback,False,2020-02-10 02:07:59
333,81,183,7.7,"Great movie, worth watching.",2021-02-12,1993,312,False,Desktop,150,Final battle,True,2022-09-15 23:58:25
334,346,20,6.2,"Disappointing movie, loved it.",2023-11-12,185,188,False,Console,165,Climax,True,2022-02-02 20:38:35
335,850,48,1.6,"Great movie, a must-see.",2021-01-02,1139,235,False,Desktop,45,Opening scene,False,2022-07-19 09:09:28
336,659,212,6.7,"Great movie, loved it.",2021-07-28,1619,478,True,Tablet,217,Flashback,False,2021-12-21 03:05:19
337,253,41,7.7,"Disappointing movie, loved it.",2024-08-03,2263,55,False,Desktop,120,Chase scene,True,2024-04-01 12:42:51
338,264,375,4.4,"Great movie, loved it.",2021-12-17,518,211,False,Smart TV,191,Climax,False,2022-01-12 17:18:42
339,486,133,3.2,"Disappointing movie, a must-see.",2021-09-19,3967,410,True,Console,88,Emotional breakdown,False,2024-09-19 17:11:11
340,948,409,3.6,"Disappointing movie, meh.",2022-03-04,174,4,True,Smart TV,172,Final scene,False,2020-02-25 15:28:33
341,330,410,3.5,"Great movie, meh.",2020-12-12,3605,360,False,Tablet,42,Reunion,True,2021-04-19 10:51:15
342,949,476,14.0,"Great movie, worth watching.",2022-12-12,1600,304,False,Console,56,Emotional breakdown,False,2021-08-27 15:42:47
343,224,55,2.6,"Great movie, loved it.",2023-01-04,1809,48,True,Mobile,123,Emotional breakdown,True,2023-04-22 06:23:35
344,201,211,2.3,"Great movie, worth watching.",2020-06-03,2783,219,False,Smart TV,66,Monologue,False,2024-08-03 14:59:04
345,237,166,9.6,"Disappointing movie, meh.",2024-11-19,686,467,True,Smart TV,210,Chase scene,True,2022-07-06 23:58:30
346,219,313,4.8,"Great movie, worth watching.",2020-07-03,1263,0,True,Laptop,117,Monologue,False,2024-05-05 21:44:30
347,493,170,1.9,"Great movie, worth watching.",2020-12-19,3601,440,False,Mobile,108,Reunion,True,2021-12-18 10:54:47
348,406,266,4.0,"Disappointing movie, not my type.",2022-10-08,1683,50,True,Mobile,91,Reunion,False,2022-01-06 12:47:53
349,129,51,5.7,"Great movie, highly recommend.",2021-07-08,1390,118,False,Console,41,Monologue,False,2021-03-20 21:05:27
350,839,182,4.6,"Great movie, not my type.",2021-10-17,3586,40,False,Laptop,84,Emotional breakdown,False,2022-04-01 00:29:41
351,300,401,4.0,"Great movie, not my type.",2023-08-10,992,331,False,Tablet,220,Emotional breakdown,True,2024-04-04 12:15:12
352,776,90,9.0,"Great movie, worth watching.",2023-04-02,2723,233,False,Tablet,186,Monologue,False,2023-01-15 01:11:52
353,929,444,4.0,"Great movie, not my type.",2023-01-13,4715,328,False,Mobile,141,Emotional breakdown,True,2023-02-02 13:32:39
354,420,191,4.1,"Disappointing movie, not my type.",2022-08-09,878,332,False,Mobile,56,Chase scene,True,2022-04-19 13:33:18
355,528,433,2.9,"Great movie, highly recommend.",2020-01-03,4523,337,True,Mobile,141,Flashback,True,2023-11-07 16:56:35
356,125,304,2.9,"Great movie, worth watching.",2023-02-19,778,259,True,Laptop,37,Final scene,False,2024-03-04 13:21:00
357,100,435,5.7,"Great movie, not my type.",2023-12-01,840,261,True,Laptop,120,Flashback,False,2021-03-14 04:19:38
358,802,45,4.0,"Great movie, worth watching.",2024-02-26,3307,446,False,Smart TV,213,Final battle,False,2023-04-03 06:05:54
359,630,394,8.2,"Great movie, highly recommend.",2021-06-05,4005,346,False,Desktop,210,Emotional breakdown,False,2024-04-16 13:42:23
360,65,48,8.8,"Great movie, not my type.",2022-02-13,1757,305,True,Tablet,53,Flashback,True,2022-05-18 22:12:26
361,177,274,1.8,"Great movie, a must-see.",2020-04-26,2734,12,True,Desktop,82,Reunion,True,2023-05-19 13:54:40
362,985,259,5.0,"Great movie, a must-see.",2023-12-11,2495,362,False,Laptop,46,Final battle,False,2021-10-18 21:11:06
363,777,66,9.0,"Great movie, not my type.",2023-05-27,327,460,False,Mobile,65,Final battle,False,2020-04-10 21:24:23
364,56,280,7.3,"Great movie, loved it.",2024-07-23,1795,279,False,Smart TV,85,Flashback,False,2020-04-10 02:10:21
365,763,123,6.8,"Great movie, meh.",2021-05-28,714,13,False,Smart TV,208,Flashback,True,2024-12-24 19:28:26
366,860,196,4.3,"Great movie, highly recommend.",2023-08-21,403,443,True,Laptop,69,Plot twist,False,2023-11-16 14:16:19
367,868,49,1.3,"Great movie, loved it.",2022-04-19,3843,461,True,Console,207,Final battle,True,2020-01-07 21:58:58
368,282,19,6.6,"Great movie, loved it.",2021-08-24,928,470,False,Desktop,185,Climax,True,2021-02-22 00:27:25
369,405,145,9.1,"Disappointing movie, loved it.",2022-08-17,4163,255,False,Laptop,150,Monologue,False,2022-09-21 22:46:31
370,635,376,8.9,"Great movie, highly recommend.",2020-05-28,4905,44,False,Laptop,85,Reunion,True,2024-01-13 18:45:58
371,963,91,8.2,"Great movie, a must-see.",2020-01-18,1672,485,True,Tablet,181,Monologue,False,2023-09-28 13:34:42
372,621,293,5.7,"Disappointing movie, worth watching.",2023-06-02,1870,25,False,Desktop,76,Final battle,True,2022-03-02 23:28:26
373,383,433,1.9,"Disappointing movie, worth watching.",2024-05-20,3060,243,False,Mobile,73,Final scene,False,2020-01-18 08:50:40
374,697,291,2.5,"Great movie, a must-see.",2022-04-17,3474,277,False,Tablet,27,Climax,False,2023-08-13 04:07:40
375,963,439,2.8,"Great movie, highly recommend.",2022-12-08,987,176,True,Console,141,Plot twist,False,2024-11-19 18:45:55
376,372,126,9.8,"Great movie, highly recommend.",2020-09-25,2717,295,True,Smart TV,22,Opening scene,True,2022-02-22 14:02:13
377,415,367,3.3,"Great movie, meh.",2021-04-03,1675,153,True,Smart TV,26,Chase scene,False,2020-09-19 15:55:52
378,403,84,8.6,"Great movie, not my type.",2024-11-27,2411,372,True,Console,166,Climax,True,2020-02-16 04:31:57
379,274,278,7.9,"Great movie, highly recommend.",2023-06-01,4016,350,False,Desktop,30,Plot twist,True,2022-11-02 21:55:46
380,957,141,6.3,"Great movie, not my type.",2022-02-20,3247,200,True,Tablet,33,Chase scene,False,2023-01-14 10:59:44
381,545,462,7.2,"Great movie, worth watching.",2023-09-12,3674,236,True,Console,128,Final battle,True,2020-10-19 18:12:54
382,711,336,8.8,"Great movie, meh.",2023-01-22,4009,326,True,Mobile,42,Climax,False,2024-07-25 05:47:17
383,314,173,2.6,"Great movie, worth watching.",2020-12-01,1797,310,False,Laptop,173,Opening scene,False,2022-07-11 18:19:47
384,612,45,6.9,"Great movie, meh.",2022-10-21,4187,249,False,Laptop,191,Plot twist,True,2020-04-24 18:09:10
385,388,284,8.7,"Great movie, meh.",2021-08-12,3048,496,False,Laptop,104,Chase scene,False,2023-12-23 12:56:20
386,220,3,6.2,"Great movie, a must-see.",2021-01-17,914,113,True,Desktop,54,Emotional breakdown,False,2022-01-09 02:08:10
387,432,202,3.8,"Great movie, meh.",2020-10-09,2582,189,False,Desktop,35,Chase scene,True,2023-07-06 04:51:42
388,260,252,14.9,"Disappointing movie, meh.",2024-01-16,575,31,True,Desktop,75,Emotional breakdown,False,2022-02-21 14:41:37
389,246,307,6.4,"Great movie, worth watching.",2021-10-25,1663,125,True,Console,60,Monologue,False,2023-09-17 06:35:46
390,816,205,5.7,"Disappointing movie, loved it.",2020-08-07,4565,445,False,Laptop,36,Reunion,False,2021-12-05 07:21:02
391,503,414,8.5,"Great movie, loved it.",2021-08-18,4018,119,False,Desktop,39,Final scene,True,2023-09-09 19:25:01
392,683,101,9.4,"Disappointing movie, loved it.",2022-01-18,3232,237,True,Console,49,Reunion,False,2021-09-03 01:28:25
393,451,234,7.7,"Great movie, not my type.",2023-11-23,1875,359,False,Mobile,146,Final battle,True,2022-11-19 14:16:58
394,441,257,9.5,"Great movie, worth watching.",2020-06-07,3980,143,True,Console,118,Climax,False,2021-07-04 01:45:15
395,248,78,3.5,"Great movie, worth watching.",2023-06-04,4326,274,False,Laptop,38,Final scene,False,2023-02-07 04:37:19
396,22,205,3.1,"Great movie, a must-see.",2023-07-28,1670,306,False,Tablet,205,Climax,False,2024-06-02 00:29:08
397,567,476,7.1,"Disappointing movie, meh.",2022-09-25,67,13,False,Tablet,185,Final scene,True,2022-11-26 10:44:01
398,953,168,1.6,"Disappointing movie, loved it.",2023-12-08,2824,369,False,Smart TV,79,Plot twist,False,2022-04-13 09:39:36
399,402,52,7.4,"Great movie, loved it.",2024-11-15,3739,72,True,Desktop,46,Reunion,False,2023-12-22 02:48:20
400,957,124,-2.6,"Disappointing movie, not my type.",2022-12-02,3901,431,False,Laptop,130,Reunion,True,2024-12-02 10:06:16
401,367,124,8.8,"Great movie, highly recommend.",2020-07-17,576,79,True,Tablet,97,Opening scene,True,2020-07-20 19:43:05
402,974,179,4.3,"Great movie, loved it.",2021-10-22,1284,442,True,Smart TV,75,Emotional breakdown,False,2023-06-06 06:11:08
403,99,156,7.7,"Great movie, a must-see.",2020-04-20,4684,294,False,Console,31,Flashback,False,2024-10-07 06:03:15
404,565,41,3.9,"Great movie, highly recommend.",2023-01-12,3566,306,False,Console,26,Opening scene,False,2021-07-04 20:50:04
405,828,72,5.7,"Disappointing movie, loved it.",2020-02-15,1562,12,False,Laptop,213,Final scene,True,2024-03-03 08:20:08
406,559,226,9.0,"Great movie, loved it.",2024-07-05,4139,295,True,Mobile,209,Climax,False,2020-06-05 02:32:22
407,49,165,4.4,"Great movie, meh.",2020-10-04,1226,334,False,Mobile,77,Monologue,False,2024-10-14 10:16:39
408,959,283,1.6,"Disappointing movie, highly recommend.",2024-04-18,3505,180,False,Tablet,27,Final scene,True,2023-11-28 01:43:23
409,260,262,5.1,"Disappointing movie, not my type.",2023-03-08,224,439,True,Smart TV,110,Opening scene,False,2022-11-13 03:23:00
410,880,50,2.2,"Great movie, meh.",2021-06-02,3416,202,False,Tablet,120,Opening scene,False,2020-06-20 00:53:32
411,874,185,6.8,"Great movie, not my type.",2024-10-07,3901,293,True,Laptop,34,Final scene,False,2023-05-08 14:09:56
412,581,432,6.3,"Great movie, worth watching.",2020-12-26,4640,374,False,Mobile,161,Final battle,True,2021-08-14 08:31:04
413,932,392,7.9,"Disappointing movie, meh.",2021-03-03,825,38,True,Desktop,121,Reunion,True,2021-08-15 06:40:59
414,566,56,8.0,"Great movie, highly recommend.",2024-09-08,800,134,False,Desktop,73,Flashback,True,2021-05-13 06:51:12
415,756,452,2.6,"Great movie, a must-see.",2023-06-13,4525,201,False,Laptop,18,Emotional breakdown,True,2020-01-23 11:58:35
416,590,337,4.1,"Great movie, loved it.",2020-06-16,3051,442,True,Mobile,90,Chase scene,True,2024-12-24 10:29:34
417,110,287,6.7,"Great movie, meh.",2022-10-24,873,409,False,Laptop,143,Final battle,False,2020-05-09 13:26:05
418,910,306,6.9,"Disappointing movie, highly recommend.",2020-01-28,3331,470,False,Tablet,46,Reunion,False,2023-09-18 11:18:54
419,803,161,7.0,"Great movie, meh.",2023-04-16,4065,217,False,Smart TV,164,Final scene,False,2024-10-02 05:42:14
420,283,145,9.3,"Disappointing movie, loved it.",2020-07-06,1511,195,False,Smart TV,140,Chase scene,True,2024-11-13 03:19:24
421,908,83,5.9,"Disappointing movie, a must-see.",2024-01-22,3064,384,True,Desktop,32,Emotional breakdown,True,2021-02-22 06:22:27
422,117,418,2.0,"Disappointing movie, not my type.",2024-05-16,1537,152,False,Tablet,157,Plot twist,False,2021-12-06 07:49:39
423,911,413,7.7,"Great movie, loved it.",2023-09-06,1393,177,False,Console,143,Chase scene,True,2020-04-21 22:48:20
424,713,349,7.1,"Great movie, a must-see.",2023-05-01,3699,99,False,Desktop,157,Reunion,True,2023-06-14 10:28:31
425,604,293,8.3,"Disappointing movie, worth watching.",2022-05-05,2693,63,True,Laptop,19,Final scene,False,2022-06-11 02:37:57
426,972,340,2.1,"Great movie, loved it.",2023-04-10,4482,128,True,Mobile,119,Final battle,False,2020-11-22 12:16:38
427,932,61,3.7,"Great movie, not my type.",2022-03-01,789,419,False,Tablet,166,Final battle,False,2023-11-04 12:43:19
428,79,180,8.9,"Great movie, loved it.",2022-01-24,726,103,False,Mobile,171,Flashback,True,2020-10-01 15:07:36
429,384,247,6.8,"Disappointing movie, a must-see.",2020-05-19,2936,50,False,Laptop,186,Emotional breakdown,False,2024-04-18 15:54:13
430,393,282,1.3,"Disappointing movie, not my type.",2023-12-03,4239,25,False,Desktop,143,Monologue,True,2023-09-10 16:08:54
431,480,366,2.5,"Great movie, loved it.",2024-01-15,143,403,False,Console,108,Chase scene,False,2022-01-08 00:42:00
432,387,344,1.0,"Great movie, meh.",2024-10-02,4191,42,False,Desktop,64,Opening scene,True,2021-08-21 12:15:45
433,143,414,10.0,"Disappointing movie, not my type.",2021-07-20,2654,30,False,Desktop,47,Reunion,True,2022-10-02 08:29:14
434,366,108,3.9,"Great movie, meh.",2022-05-19,1687,26,False,Desktop,154,Flashback,True,2022-06-04 06:43:42
435,356,415,6.5,"Disappointing movie, highly recommend.",2023-01-23,208,312,False,Desktop,129,Chase scene,True,2022-02-09 20:44:15
436,118,470,8.7,"Great movie, loved it.",2024-02-23,1639,222,False,Tablet,89,Opening scene,True,2022-05-27 05:27:02
