movie_id,title,genre,release_year,duration,language,country,budget,revenue,rating_average,director_id,production_company,age_limit,status,created_at
200,Dark Empire 192,Drama,2024,179,French,Brazil,183524583.0,769399239.18,2.3,103,Warner Bros,12,Released,2017-07-01 19:12:05
201,Eternal Hero 390,Horror,1994,179,Hindi,Italy,91634852.0,252572291.07,4.7,13,Disney,0,Released,2015-11-24 10:13:18
202,Fallen Ocean,Drama,1996,163,French,France,205046973.07,117364247.18,8.1,151,Focus Features,18,Production,2018-11-09 06:37:24
203,A Shadow 134,Fantasy,2017,118,German,France,164200417.34,652843058.17,2.8,12,Disney,7,Production,2023-12-09 17:22:57
204,Silent Vision,Drama,1984,204,Hindi,USA,82607517.91,260761755.05,1.5,49,Amazon Studios,16,Cancelled,2023-09-03 05:28:48
205,Golden Sun,Romance,1997,70,Arabic,Canada,263806927.56,409951344.14,5.6,57,Sony Pictures,12,Cancelled,2016-03-08 01:34:15
206,First Hero 655,Horror,1997,83,Arabic,Germany,919288.46,544683066.26,1.7,141,Sony Pictures,7,Production,2024-05-11 01:40:52
207,The Moon,Horror,1981,219,Italian,Australia,188055777.51,185622492.35,3.9,162,Amazon Studios,7,Production,2018-12-24 13:23:09
208,Infinite Kingdom 96,Animation,1991,195,Spanish,Australia,93392986.15,735767530.94,2.7,110,Paramount,16,Cancelled,2021-02-24 16:08:46
209,Sacred Storm,Romance,1987,81,French,Japan,-815283,861860160.22,7.5,182,Universal,7,Released,2022-10-15 05:19:21
210,Fallen Dawn 250,Adventure,2014,81,Japanese,France,251026773.74,-29664573,4.4,74,Paramount,16,Cancelled,2016-08-06 03:14:06
211,First Moon,Sci-Fi,1985,108,Hindi,South Korea,203990276.86,600579319.15,8.2,27,Sony Pictures,16,Cancelled,2020-05-26 22:51:04
212,Sacred Storm 883,Comedy,1989,169,German,France,128522221.42,130286571.05,2.1,91,Netflix,16,Production,2022-12-14 19:50:40
213,Silent Dawn,Crime,2004,197,German,India,69419297.25,643457455.52,7.8,57,Universal,7,Production,2015-04-28 00:23:35
214,Fallen Dawn 944,Sci-Fi,1988,106,Hindi,Italy,248432631.42,124107401.37,7.2,7,Amazon Studios,12,Released,2016-11-19 02:30:53
215,Broken Fire,Sci-Fi,1995,215,Italian,UK,141194538.84,474752288.96,5.1,114,Warner Bros,12,Released,2017-01-21 01:38:48
216,,Romance,2009,136,Hindi,Japan,127389243.35,875812784.05,9.6,55,Amazon Studios,18,Released,2018-07-06 23:35:38
217,Eternal Night,Animation,2021,167,Korean,Australia,81340908.27,326495196.05,4.0,42,Focus Features,0,Released,2018-10-01 09:12:35
218,Last Hero,Drama,2016,193,Korean,France,3039379.87,254233721.63,2.7,186,Netflix,7,Cancelled,2016-06-14 23:32:06
219,,Romance,1982,108,French,Australia,215679580.85,726747682.89,7.8,129,Focus Features,18,Cancelled,2023-06-15 04:21:18
220,Silent Journey,Romance,2023,123,Portuguese,France,170286808.01,-21773032,5.8,23,A24,0,Production,2020-03-10 05:04:17
221,Broken Moon,Drama,2009,191,German,Australia,281978926.16,439484269.97,3.5,159,Disney,16,Production,2023-10-11 11:05:43
222,Rising Empire,Crime,2021,132,Hindi,USA,32036753.16,513163340.29,3.0,172,Universal,12,Production,2022-11-18 14:06:05
223,Dark Shadow,Romance,1992,86,Portuguese,Spain,222514786.04,409175323.37,9.3,55,Netflix,18,Released,2024-07-02 11:50:27
224,Fallen River 56,Action,2023,134,French,UK,121818009.79,641014811.42,5.6,67,Disney,0,Released,2021-06-25 09:10:12
225,Silent Dream 494,Adventure,2024,216,English,India,179340027.27,601199443.29,3.8,188,Netflix,0,Released,2022-03-16 10:07:50
226,Lost Dream,,2008,102,Portuguese,France,223839408.69,626831834.19,6.3,54,Paramount,18,Released,2020-06-01 09:57:19
227,Golden Shadow,Crime,2006,160,Italian,India,101080070.85,412995326.02,5.9,112,Amazon Studios,12,Cancelled,2021-11-10 22:39:59
228,Infinite Shadow 90,Drama,1981,175,Portuguese,India,133508955.26,29468720.01,4.7,117,Focus Features,16,Released,2018-08-04 11:50:58
229,Fallen Dream 930,Adventure,2031,165,Hindi,Japan,197775211.58,812415490.42,14.6,9,Warner Bros,0,Released,2020-09-27 23:38:20
230,Silent Fire,Romance,2005,170,Portuguese,Italy,191063910.65,156428172.01,5.6,26,Disney,18,Released,2024-07-27 20:58:16
231,Eternal Legacy 163,Thriller,1981,-45,Hindi,France,8074317.96,885074430.85,7.8,168,Paramount,12,Released,2023-04-24 12:49:16
232,Lost Hero 282,Comedy,2020,96,Portuguese,France,85097680.01,83590149.2,4.2,101,Universal,16,Released,2021-02-16 20:04:13
233,Lost Dream 385,Crime,1990,72,Portuguese,Australia,9919416.86,894366246.0,6.4,41,Focus Features,12,Released,2018-10-01 17:01:33
234,Golden Dawn 222,Drama,1981,126,Spanish,Japan,60171641.0,637304408.34,5.1,112,Focus Features,16,Released,2019-03-07 21:54:56
235,Hidden Ocean,Drama,2017,122,German,Italy,127409327.87,734321390.39,6.3,146,Netflix,12,Cancelled,2016-08-06 01:32:16
236,Broken Dream 301,Crime,2013,77,Korean,Italy,107644482.77,591293455.0,7.9,82,Warner Bros,12,Released,2022-10-26 10:57:14
237,Golden Night 395,Thriller,1986,89,Italian,Australia,95676096.77,177491214.68,5.4,108,Universal,0,Production,2017-10-11 18:24:15
238,Broken Storm,Crime,2016,188,Italian,USA,275451327.64,580333622.21,1.8,186,Sony Pictures,12,Production,2020-07-03 17:49:20
239,Fallen Journey,Horror,2009,101,Portuguese,France,-4027768,894186980.2,7.4,23,Paramount,12,Cancelled,2015-12-28 01:16:56
240,Sacred Hero,Horror,2001,167,Spanish,UK,36410475.18,133286534.31,8.5,164,A24,0,Cancelled,2023-04-19 15:42:31
241,First Star,Animation,1996,91,Arabic,Australia,256831111.02,67722447.78,2.9,120,Amazon Studios,7,Production,2016-06-07 18:48:33
242,Golden Star,Horror,2021,199,Spanish,Germany,115979936.76,558468199.67,4.5,109,Disney,12,Cancelled,2016-03-15 03:47:07
243,Last Storm,Comedy,2010,185,French,India,129726354.2,452021133.72,1.5,26,Warner Bros,16,Cancelled,2021-04-10 06:25:11
244,Broken Ocean 543,Documentary,2023,133,Arabic,France,11188543.28,59356062.58,3.0,184,Amazon Studios,16,Production,2016-04-24 22:17:31
245,Last Fire,Sci-Fi,2018,70,Hindi,Brazil,221857679.75,619173534.72,7.0,86,A24,7,Released,2022-07-11 00:11:16
246,Infinite Night 175,Action,2010,195,German,France,5708551.08,261663646.78,5.4,199,Universal,0,Production,2020-08-16 23:22:34
247,First Kingdom 260,Action,1999,202,Portuguese,Spain,205892355.17,18752477.39,8.5,37,Netflix,16,Released,2018-10-24 22:27:23
248,Last Night,Romance,1997,209,German,India,273143036.92,298142983.7,9.3,49,Warner Bros,18,Cancelled,2020-10-04 13:50:29
249,Broken Moon 296,Action,2023,108,Japanese,Canada,49200743.41,58248381.5,5.0,152,Universal,0,Production,2019-01-14 11:42:53
250,The Hero,Sci-Fi,2012,213,French,Brazil,298776319.69,526743830.33,2.9,91,Paramount,16,Production,2021-02-09 09:38:19
251,Dark Promise 447,Sci-Fi,1988,121,Italian,India,91846330.82,834414072.05,2.6,112,Universal,7,Cancelled,2022-12-11 16:59:43
252,Hidden Moon 480,Animation,2006,-45,Italian,France,184754960.9,218456825.32,2.1,145,Sony Pictures,0,Production,2017-07-22 00:29:51
253,Sacred Empire,Action,1997,97,French,Japan,207332574.26,109386268.73,5.5,180,Paramount,18,Released,2023-12-16 04:14:57
254,Lost Dawn,Horror,1980,121,English,UK,36749808.03,183943859.36,8.3,15,Universal,12,Production,2022-03-27 07:53:54
255,Golden Ocean,Crime,2022,180,English,UK,223507247.88,460412345.84,2.8,75,Universal,18,Production,2020-11-09 12:24:44
256,Sacred Shadow 476,Romance,1998,214,Portuguese,Japan,195301486.76,400086997.52,4.1,186,A24,12,Released,2017-06-17 16:13:22
257,Infinite Empire 400,Comedy,2002,214,Spanish,Japan,197703961.5,61482277.49,5.3,156,Disney,18,Cancelled,2023-11-17 08:08:44
258,Silent Promise 979,Fantasy,2005,77,Spanish,Germany,32313020.39,428824064.56,9.6,188,Paramount,0,Released,2021-07-03 01:39:16
259,A Hero,Drama,2003,77,Korean,France,113599869.27,516444317.5,3.2,74,Paramount,7,Cancelled,2017-07-27 16:51:50
260,,Crime,1982,71,Italian,Canada,22053552.19,657006406.39,6.7,54,Lionsgate,16,Cancelled,2020-06-20 17:54:08
261,Sacred Night,Crime,1984,102,Japanese,France,69556764.91,297894723.44,9.3,65,Amazon Studios,12,Released,2017-05-03 17:36:15
262,Eternal Empire 955,Horror,1983,98,Japanese,Australia,101744550.16,301153666.79,2.2,188,Netflix,0,Released,2022-02-26 18:57:39
263,Hidden Hero 355,Romance,2019,211,Spanish,Japan,31666334.31,202798012.42,5.2,59,Warner Bros,0,Released,2018-09-20 12:43:43
264,Hidden Storm 566,Romance,2024,179,French,Spain,184888133.94,316675007.45,9.1,24,Lionsgate,0,Released,2021-12-25 17:36:02
265,Sacred Storm 895,Action,1988,-45,Korean,Canada,73651181.18,545550848.35,2.1,65,Focus Features,7,Production,2020-04-15 22:19:23
266,Sacred Legacy 300,Thriller,1997,208,English,South Korea,211797751.73,251877482.59,2.2,60,Sony Pictures,18,Released,2016-06-24 04:02:15
267,Hidden Vision,Animation,1981,78,Portuguese,Italy,289546394.06,769131356.63,1.2,114,Warner Bros,7,Released,2021-03-22 13:34:03
268,Lost Sky,Sci-Fi,2018,156,Japanese,Canada,8689868.94,559415316.0,7.9,193,Warner Bros,0,Cancelled,2021-12-22 09:54:34
269,Fallen Dream 587,Documentary,2004,130,English,Japan,285314685.97,225014360.46,4.0,158,Sony Pictures,12,Production,2019-11-26 19:00:07
270,First Promise 677,Horror,2008,deux heures,English,South Korea,253375436.49,52820493.89,3.4,81,Universal,16,Released,2019-05-09 15:08:14
271,Lost Fire 151,Crime,1987,117,German,Canada,166245614.11,856538242.58,14.4,91,Focus Features,0,Cancelled,2018-06-04 02:32:28
272,A Empire,Thriller,2003,176,Italian,Japan,98298892.24,301553707.92,6.7,76,Lionsgate,0,Released,2020-01-10 04:58:37
273,The Shadow 624,Sci-Fi,2012,158,Italian,Canada,218014798.62,898038984.33,1.7,58,Lionsgate,18,Cancelled,2023-12-14 17:46:07
274,Eternal Empire 818,Animation,2013,138,Portuguese,Japan,98941008.7,879729535.84,3.8,178,Paramount,16,Cancelled,2021-06-03 11:35:32
275,A Moon,Fantasy,2006,102,Arabic,Italy,199937844.54,716290768.48,2.0,130,Disney,18,Production,2018-03-15 00:10:07
276,Rising Ocean,Adventure,1986,78,English,Brazil,22367904.85,476425782.78,4.7,179,Focus Features,7,Cancelled,2019-02-11 10:37:38
277,Broken Shadow 740,Adventure,2008,185,Italian,Japan,210184050.87,651364348.27,8.2,39,Warner Bros,18,Cancelled,2020-11-21 14:24:20
278,Fallen Fire 521,Horror,1986,196,Portuguese,India,174158547.85,384077908.1,3.8,37,Warner Bros,7,Production,2023-05-19 19:20:06
279,Silent Sky 170,Horror,1994,143,Japanese,Canada,277392497.84,126988712.31,8.4,8,Lionsgate,0,Cancelled,2023-04-01 15:53:52
280,The Moon 209,Fantasy,2008,186,French,Brazil,253500865.26,389096127.01,8.6,188,Universal,12,Released,2018-12-03 10:10:32
281,Silent Ocean,Adventure,1984,150,English,Italy,211678554.08,171439769.43,8.4,163,Warner Bros,7,Released,2024-07-28 07:43:12
282,First Kingdom 156,Comedy,1998,92,Arabic,USA,147461999.99,639020460.11,7.1,162,Lionsgate,7,Cancelled,2020-08-17 21:11:56
283,First Mountain,Crime,2020,161,Japanese,France,288894225.89,687566563.1,4.9,109,Universal,7,Production,2020-11-04 11:44:25
284,Hidden Dawn 793,Animation,2023,144,Arabic,Italy,231653698.01,285924760.56,4.9,14,Sony Pictures,16,Cancelled,2018-06-21 01:19:28
285,Rising Mountain 587,Documentary,2020,154,Hindi,USA,6824749.11,702412129.98,4.1,17,Warner Bros,18,Released,2020-09-07 05:53:34
286,Rising Mountain 298,Sci-Fi,1993,133,English,USA,158203337.05,712229981.1,-1.2,177,Paramount,0,Production,2016-07-21 12:08:52
287,Hidden Ocean 883,Drama,1875,208,Spanish,France,237889691.84,545161853.67,3.8,6,Sony Pictures,12,Production,2018-02-09 20:36:30
288,Rising Sky 440,Romance,2010,206,Italian,USA,218403457.31,686454074.63,5.0,7,Amazon Studios,7,Production,2020-08-19 03:41:19
289,Silent Dawn 830,Drama,1990,195,French,UK,251502083.64,755701043.39,1.5,106,Sony Pictures,12,Released,2015-06-23 18:38:26
290,Eternal Storm,Thriller,2011,150,Arabic,South Korea,145157401.88,665742523.84,9.1,20,Amazon Studios,7,Released,2017-09-24 03:10:12
291,Fallen Shadow 40,Animation,2013,210,English,Japan,298725421.6,792215550.59,3.8,145,Disney,7,Production,2023-11-07 19:45:23
292,Golden Journey,Animation,2001,104,German,USA,54178121.47,-48074494,2.7,138,A24,12,Released,2015-10-15 19:10:04
293,Silent Legacy 905,,1992,179,Japanese,South Korea,121278873.55,486961192.21,1.7,188,Paramount,12,Released,2019-10-04 04:51:33
294,Broken Sun 339,Fantasy,2019,191,English,Germany,27855811.53,131927840.59,8.7,14,Disney,18,Production,2021-11-16 10:19:32
295,Sacred Shadow 247,Romance,2010,203,French,Canada,286630356.92,750261080.02,8.4,126,Sony Pictures,0,Cancelled,2021-11-12 05:01:55
296,Silent Vision 790,Adventure,2019,118,Spanish,Brazil,59152907.58,175480257.18,3.9,65,Focus Features,0,Cancelled,2019-01-21 08:41:30
297,Rising Hero 713,Horror,2016,190,German,Spain,225105831.57,491074044.63,4.3,183,Disney,7,Released,2016-07-27 03:03:28
298,Lost Hero 322,Documentary,1992,74,Korean,Brazil,295887947.55,-45593527,4.5,172,Warner Bros,0,Released,2023-03-24 08:05:11
299,Fallen Hero,Thriller,2006,70,Hindi,South Korea,140142557.57,77577100.19,1.8,47,Universal,7,Production,2024-11-01 05:50:00
300,Last Moon 472,Adventure,1999,118,Spanish,Japan,211921231.94,126469423.73,3.0,52,Disney,12,Production,2022-05-03 15:22:37
301,Silent Moon 791,Animation,2023,79,Portuguese,Italy,170829035.77,390524672.74,7.0,88,Focus Features,18,Cancelled,2019-02-17 06:16:13
302,Fallen Ocean 33,Documentary,1991,189,Korean,Canada,176723039.13,631189326.46,12.7,86,Netflix,0,Released,2020-05-06 14:34:11
303,Sacred Storm 450,Animation,2024,172,Arabic,Japan,180482105.43,361097678.97,9.2,130,Universal,16,Production,2019-10-13 18:01:10
304,Golden Fire 945,Fantasy,2013,215,Spanish,Australia,287994033.02,278415258.13,8.1,43,A24,0,Cancelled,2017-04-06 09:19:05
305,Dark Mountain 879,Drama,1989,deux heures,Spanish,South Korea,165173806.74,191321439.87,4.3,63,Universal,16,Released,2020-03-13 10:57:18
306,Eternal Dream,Documentary,2011,-45,Portuguese,UK,111055203.57,740932003.85,7.6,166,Paramount,7,Production,2018-01-07 09:27:05
307,Silent Sun 670,Comedy,2004,-45,Italian,UK,204860763.04,418483939.85,7.0,104,Warner Bros,7,Production,2017-10-17 12:43:29
308,The Kingdom,Crime,1983,136,French,Canada,272509155.42,702925077.43,8.4,29,Disney,16,Cancelled,2021-11-03 04:00:21
309,Infinite Promise,Documentary,2009,188,French,Spain,15497016.57,332429847.03,6.9,7,Focus Features,12,Released,2019-06-14 00:28:20
310,First Hero 611,Adventure,2005,91,Spanish,Brazil,148288363.25,310913114.63,6.4,188,Focus Features,18,Production,2015-02-11 11:02:09
311,Broken Shadow 392,Adventure,2020,178,Spanish,Brazil,196042182.42,753184300.21,2.0,67,Sony Pictures,18,Cancelled,2023-04-23 01:23:36
312,Fallen River 779,Horror,1991,81,Spanish,Australia,2012789.37,703867312.82,3.4,163,Netflix,0,Released,2018-01-23 10:14:04
313,Broken Sky,Fantasy,2017,154,German,,102508495.38,400000318.89,7.5,179,Disney,16,Production,2021-01-22 18:05:40
314,Fallen Legacy 354,Adventure,2003,150,German,USA,175688598.04,508446703.88,7.7,73,Focus Features,16,Released,2021-09-05 12:38:54
315,A Shadow 406,Drama,1991,172,Korean,Germany,179974937.13,326920895.96,8.8,196,Netflix,18,Cancelled,2023-07-08 12:31:48
316,Fallen Sky,Animation,1991,70,Korean,Spain,205163857.15,522184030.07,4.7,8,Lionsgate,7,Released,2024-10-17 02:38:36
317,Hidden Dream,Sci-Fi,1990,190,Korean,USA,265111987.9,496896417.77,8.5,95,Paramount,7,Production,2018-06-05 09:04:57
318,The River 592,Thriller,2008,115,Hindi,Australia,181400035.36,828148218.01,5.1,2,Warner Bros,16,Cancelled,2022-07-03 13:16:56
319,Hidden Legacy 124,Fantasy,2014,182,English,Japan,248578167.85,36011823.15,9.2,113,Amazon Studios,0,Released,2017-05-25 18:48:50
320,A Fire,Crime,1995,123,Korean,Australia,137743485.21,677276975.48,4.0,85,A24,12,Cancelled,2019-10-02 04:09:33
321,First Storm 227,Fantasy,1998,110,Japanese,Spain,202146974.82,724698267.17,6.3,66,Paramount,0,Released,2024-05-05 18:00:16
322,Silent Empire,Documentary,2019,158,Portuguese,India,112621593.7,436772681.01,5.6,98,Warner Bros,0,Production,2018-05-07 07:09:17
323,Broken Shadow 666,Animation,2020,204,Arabic,South Korea,119848121.39,296630621.35,5.9,190,Focus Features,0,Released,2022-10-17 07:15:16
324,Sacred Fire,Crime,1994,186,Portuguese,Japan,27862079.26,747640072.81,8.9,16,Paramount,7,Released,2024-10-16 14:06:34
325,Infinite Hero,Crime,2010,91,French,India,179688984.12,8741268.62,9.0,114,Paramount,18,Cancelled,2024-08-01 08:48:26
326,Broken Ocean 505,Sci-Fi,2012,146,Hindi,Germany,203513844.97,563366957.68,7.7,2,Netflix,18,Production,2022-03-06 02:48:27
327,Lost Sky 97,Animation,2023,116,French,Germany,150783011.26,477406527.81,3.6,147,Disney,12,Released,2018-07-26 05:54:10
328,Broken Fire 334,Animation,2006,138,Japanese,Spain,250414490.7,275678525.8,8.3,79,Amazon Studios,18,Production,2021-01-25 12:03:26
329,Silent Dawn 999,,1992,135,Korean,USA,237380530.97,504019038.51,2.9,71,Universal,0,Released,2017-06-24 15:46:37
330,Fallen Hero 800,Adventure,2011,220,French,USA,83175843.04,831253122.52,2.2,84,Amazon Studios,7,Released,2024-05-19 06:35:05
331,Fallen Mountain 336,Crime,2013,75,French,Brazil,94531390.59,814602635.61,8.8,120,Paramount,16,Production,2020-04-22 22:16:16
332,Broken Storm 144,Romance,2011,205,Hindi,,131443471.49,453839981.9,8.0,148,Netflix,0,Cancelled,2016-10-03 17:49:07
333,Golden Fire 818,Drama,2009,118,Italian,Japan,266862057.68,137069563.52,2.6,117,Focus Features,16,Released,2021-10-10 00:39:53
334,,Sci-Fi,1996,219,Korean,India,199787860.07,517037129.58,8.7,40,Paramount,7,Released,2019-03-04 00:34:38
335,Eternal Hero 799,Sci-Fi,2000,128,Arabic,Japan,297305586.32,827898447.0,1.2,113,Universal,16,Released,2022-12-28 23:13:24
336,The Vision 450,Thriller,2017,93,Hindi,Canada,36950273.9,108410456.76,6.3,82,Amazon Studios,7,Released,2016-09-12 15:16:32
337,,Romance,2005,95,Japanese,France,254418543.11,899735937.04,6.7,121,Warner Bros,12,Cancelled,2020-01-05 07:11:36
338,The Dawn 532,Adventure,1982,123,Japanese,South Korea,247063586.05,157256269.24,2.3,172,Disney,12,Released,2017-01-16 06:19:25
339,Lost Moon 931,Fantasy,1981,-45,Spanish,Italy,113422512.88,472731619.69,1.1,24,Amazon Studios,0,Released,2022-08-14 17:28:08
340,Eternal Journey 829,Horror,1996,208,Portuguese,Australia,143598058.66,766786427.5,2.9,37,Paramount,0,Cancelled,2016-12-13 09:56:39
341,A Mountain,Comedy,1999,188,Hindi,India,265133060.54,118623216.64,6.8,9,Amazon Studios,0,Released,2017-01-05 20:02:53
342,Sacred Mountain 166,Action,2010,118,Portuguese,Italy,64843439.22,491336896.26,3.5,87,Netflix,7,Production,2020-08-25 17:29:42
343,A Star,Horror,2003,76,Spanish,France,137501314.84,495463246.12,8.7,112,Focus Features,0,Cancelled,2017-07-27 16:12:09
344,,Adventure,2013,108,Hindi,India,160180298.7,624355903.36,2.5,175,Disney,18,Released,2017-09-20 13:54:12
345,First Hero 983,Romance,2013,191,Spanish,Brazil,605906.96,500226064.96,9.1,18,Warner Bros,16,Released,2017-08-27 05:48:51
346,Last Sun,Crime,2017,159,Japanese,UK,37479690.87,849912561.07,4.9,195,Netflix,0,Cancelled,2016-09-10 16:06:49
347,Lost Journey 483,Animation,1987,186,Korean,Japan,12771003.83,229981590.44,4.7,182,A24,12,Released,2023-02-03 23:38:38
348,Eternal Moon,Crime,2024,177,French,Japan,219866568.99,576274854.93,6.9,92,Universal,0,Released,2022-04-19 15:14:37
349,Rising Ocean 107,Adventure,2018,166,Italian,USA,177307738.85,858668922.86,2.0,93,Lionsgate,18,Production,2021-12-24 01:22:41
350,Sacred Vision,Fantasy,1982,180,English,Germany,7731254.76,89013899.92,8.1,65,Netflix,12,Production,2018-05-15 01:20:29
351,Hidden Ocean 788,Thriller,2015,172,Spanish,Spain,100462098.39,665899407.67,3.0,26,Universal,16,Production,2024-08-21 05:48:24
352,Last Ocean,Animation,2008,110,Korean,USA,174763127.25,630235448.08,7.7,102,Lionsgate,0,Released,2016-02-23 19:58:56
353,Lost Sun,Comedy,2014,104,French,Brazil,266291605.44,513139092.94,9.8,11,Paramount,18,Released,2019-01-16 07:53:44
354,Last Mountain,Animation,1993,145,English,Canada,131965493.11,898535499.38,2.6,103,Lionsgate,16,Cancelled,2019-12-26 11:51:51
355,First Dream 380,Thriller,2002,104,Arabic,India,29438111.97,886955248.68,5.7,155,Paramount,12,Cancelled,2023-04-15 08:36:53
356,The Vision 634,Fantasy,1875,184,English,South Korea,212039549.74,319035604.53,3.4,187,Warner Bros,18,Production,2021-12-25 04:25:13
357,Lost Vision,Adventure,2001,200,Spanish,India,176268302.01,873802581.25,7.6,199,Universal,18,Released,2023-07-24 05:46:12
358,Last Journey,Comedy,1981,196,Korean,France,121364808.08,616849217.33,4.4,88,Disney,0,Production,2020-03-23 13:56:16
359,Fallen Night 189,Thriller,2021,156,French,India,263850727.95,501459833.8,14.9,4,Warner Bros,12,Production,2019-01-26 18:36:23
360,Eternal Night 979,Crime,1991,158,Spanish,Canada,53490022.38,761391155.47,5.5,114,Warner Bros,18,Released,2023-02-26 09:59:18
361,A Moon 700,Documentary,1986,109,Korean,Spain,164620139.96,403197229.15,5.9,94,Disney,7,Production,2018-07-02 11:03:58
362,Infinite Kingdom 831,Crime,2017,203,Korean,India,210810669.38,681255431.55,3.5,196,Paramount,12,Cancelled,2021-07-14 12:05:31
363,The Kingdom 107,Animation,1999,143,English,India,56829631.23,802894074.75,6.0,81,Warner Bros,18,Released,2015-05-13 06:22:34
364,The Dream 757,Comedy,2023,124,Spanish,Germany,22352562.71,186142573.58,1.1,53,Universal,12,Released,2018-11-27 10:11:24
365,Eternal Mountain 381,Romance,1989,136,Italian,Australia,259191142.01,184468165.16,7.5,177,Warner Bros,16,Production,2021-05-27 06:52:49
366,,Adventure,2024,102,Arabic,France,35025881.3,439734271.19,3.9,66,Amazon Studios,12,Cancelled,2019-05-28 18:16:06
367,Sacred Shadow 405,Thriller,2015,121,English,Spain,33866284.49,349318658.07,7.1,112,Lionsgate,12,Production,2017-08-20 01:42:59
368,Golden River 787,Sci-Fi,1980,157,Japanese,UK,60594464.75,352241546.78,3.6,48,Paramount,12,Cancelled,2022-01-28 14:04:53
369,Last Journey 542,Comedy,2000,86,Hindi,USA,51389614.96,333397894.77,1.9,98,Warner Bros,18,Released,2021-10-04 07:48:40
370,The Promise,Action,2010,168,Portuguese,Italy,224546787.49,551386390.67,9.7,40,A24,18,Production,2018-03-10 20:46:11
371,Rising Ocean 904,,1999,187,Hindi,Germany,37944754.08,187370019.68,8.8,116,A24,16,Production,2020-06-11 21:25:08
372,Hidden Empire,Thriller,2016,163,Hindi,Italy,92416245.39,423262182.01,5.0,199,Lionsgate,16,Released,2018-04-11 17:56:10
373,Lost Sun 960,Comedy,1981,168,Spanish,Japan,204348734.88,577150203.15,8.0,82,A24,7,Cancelled,2017-08-11 19:59:48
374,Broken Empire,Action,1984,72,English,South Korea,94331517.42,182786062.56,2.9,93,Lionsgate,12,Cancelled,2022-08-11 22:11:18
375,First Shadow 822,Comedy,1987,174,Hindi,Australia,294999254.49,813296085.53,6.8,114,Universal,0,Released,2021-08-13 15:10:49
376,The Promise 705,Sci-Fi,2017,184,German,Australia,265738356.83,797852985.78,2.2,101,Disney,0,Cancelled,2018-11-11 09:45:50
377,Sacred Night 364,,2017,113,Japanese,Germany,294619899.79,21197564.52,2.5,180,Sony Pictures,12,Production,2021-06-02 08:47:48
378,Lost Vision 676,Documentary,2031,deux heures,Italian,Germany,114315071.52,604746335.55,4.0,109,Amazon Studios,12,Released,2020-12-09 17:12:31
379,First Ocean,Animation,1985,151,French,USA,241964882.89,67065722.91,2.4,200,Universal,0,Released,2015-12-26 10:55:58
380,Broken Night 160,Animation,2001,97,English,Brazil,275441650.34,167098769.64,1.8,176,Paramount,7,Released,2016-07-11 20:33:12
381,Fallen River 726,Fantasy,2010,85,Hindi,USA,292270011.57,790371165.97,2.7,195,Universal,7,Released,2020-04-06 12:40:53
382,Broken Sky 616,Crime,2007,158,Hindi,USA,290457643.25,678891954.67,1.6,188,Warner Bros,18,Production,2016-11-25 22:28:00
383,Hidden Night 327,Sci-Fi,2018,86,Korean,Spain,243384128.39,270292433.43,5.8,59,Lionsgate,7,Released,2020-07-15 14:20:59
384,Sacred Sun 475,Animation,1989,168,English,UK,114746476.65,134530596.7,4.8,45,Disney,18,Released,2018-02-01 12:30:09
385,,Romance,2015,118,German,Italy,255553327.49,599243703.15,1.9,181,A24,18,Production,2017-04-17 15:51:13
386,,Horror,2001,179,Portuguese,UK,102658623.7,619694198.41,6.0,5,A24,12,Production,2018-04-11 22:14:58
387,Eternal Star 650,Animation,2015,154,Spanish,South Korea,171896350.63,637323584.28,8.2,145,A24,0,Production,2023-02-13 04:39:20
388,A Empire 503,Adventure,2008,119,Japanese,Brazil,254407948.47,222002396.42,3.9,124,Focus Features,7,Production,2020-08-11 19:56:34
389,Last River,Fantasy,1998,119,Hindi,Japan,113114668.13,767445637.46,2.8,8,Amazon Studios,0,Production,2022-03-15 20:24:35
390,Dark Journey 455,Drama,2009,186,Portuguese,UK,5578387.44,293951580.31,2.2,97,Focus Features,0,Cancelled,2021-11-11 12:11:20
391,Broken Hero 660,Fantasy,1982,84,Spanish,Spain,20834448.73,470550247.12,3.1,92,Netflix,0,Production,2020-02-16 12:34:03
392,Golden Dream,Romance,2015,123,French,Japan,17425996.48,21900255.79,7.1,11,Paramount,7,Released,2017-09-11 10:24:48
393,Lost Sun 20,Horror,2022,176,English,Germany,63046564.5,6536421.1,6.1,43,Amazon Studios,7,Released,2023-01-21 23:39:18
394,First Legacy 384,Comedy,2018,120,Japanese,Italy,-17673329,693037997.55,2.0,28,Paramount,7,Cancelled,2019-12-22 06:56:37
395,Eternal Sky,Action,1994,134,English,,248961364.21,185796794.32,4.4,101,Lionsgate,7,Production,2022-09-20 09:50:42
396,Eternal Mountain 80,Action,2019,72,English,Japan,218760094.56,87599679.72,6.7,190,Netflix,0,Production,2021-11-01 09:49:02
397,Infinite Shadow 310,Animation,1993,77,German,,26285533.8,782825631.82,5.9,180,Lionsgate,16,Released,2017-04-03 12:43:24
398,The Hero 510,Animation,1980,81,Japanese,Brazil,144011768.63,22069146.58,8.7,115,Warner Bros,0,Cancelled,2021-09-23 15:50:14
399,Hidden Hero 294,Fantasy,2010,165,Korean,Brazil,44135861.01,312174292.9,4.5,89,Sony Pictures,7,Cancelled,2022-11-18 13:23:27
